,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
92,GEOMETRIC_CENTER,"Taman Jinjang Baru, 52000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJOREw0DVGzDEReH7HUy2wl7Y,ENESTA KEPONG | RESIDENSI ENESTA KEPONG,3.2086779,101.6566108,2,52000,OK,"establishment,lodging,point_of_interest"
93,GEOMETRIC_CENTER,"Jalan PJU 8/8A, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",ChIJxcwyyI5JzDERk81NsZQJU14,D'QUINCE RESIDENCES @ CENTRAL PARK DAMANSARA,3.1737363,101.6183058,1,47820,OK,"establishment,general_contractor,point_of_interest"
94,,,,SKYAWANI III RESIDENCE ,,,0,,ZERO_RESULTS,
95,ROOFTOP,"Residensi Harmoni 2 7, No 1, Persiaran Prima Pelangi, Bukit Prima Pelangi, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJJ3EvDU1JzDERYqOiToqcSQI,"RESIDENSI HARMONI 2, BUKIT PRIMA PELANGI ",3.1784304,101.6444852,1,51200,OK,"establishment,point_of_interest"
96,GEOMETRIC_CENTER,"Jalan Bukit, Taman Bukit, 43000 Kajang, Selangor, Malaysia",ChIJb-cQQvvLzTER5SO-YaJgyN4,Nexus@Kajang by MKH Berhad,2.9829792,101.7911363,1,43000,OK,"establishment,point_of_interest"
97,GEOMETRIC_CENTER,"Ashtari Estate, Raya Ke, Prabu, Jl. Mawun, Kuta, Pujut, Kuta Lombok, Nusa Tenggara Bar. 83573, Indonesia",ChIJ32cgPjqozS0RALdReUY2EVY,Lombok Land for development,-8.8824954,116.2643824,1,83573,OK,"establishment,finance,point_of_interest,real_estate_agency"
98,ROOFTOP,"Bennington Residences, No.1, Jalan Arena 1, Setapak, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJDwtLbco5zDERx5s1zrPFcgc,SKYARENA @ SETAPAK | ASCENDA | BENNINGTON | CURVO,3.1939117,101.7149816,1,53200,OK,"establishment,point_of_interest"
99,ROOFTOP,"1, Changkat Raja Chulan, Bukit Ceylon, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJT0BNctVJzDER5xRaHWu7InQ,PAVILION CEYLON HILL KUALA LUMPUR,3.1496268,101.705142,1,50200,OK,"establishment,general_contractor,point_of_interest"
100,GEOMETRIC_CENTER,"56-1, Residensi Sultan Ismail, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJhxzfKeVJzDERXuT6Q0LxiDQ,SKY SUITES @ KLCC,3.15633,101.709376,1,50250,OK,"establishment,point_of_interest"
101,GEOMETRIC_CENTER,"Taman Sri Sentosa, Old Klang Road, old klang road, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJmRBwkVJKzDERXmJBkv-28rg,CITIZEN 2 @ OLD KLANG ROAD,3.0827425,101.6624471,1,58000,OK,"establishment,point_of_interest"
102,GEOMETRIC_CENTER,"No18, Off Jalan P6/2, Bandar Teknologi Kajang, 43500 Semenyih, Selangor, Malaysia",ChIJl-LGtAXMzTERIza9jbykfmg,Tropicana Heights Kajang V3A,2.961258,101.80534,1,43500,OK,"establishment,point_of_interest"
103,GEOMETRIC_CENTER,"Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJNZYzgtpLzDERS3if0axzlrg,THE HAVRE @ BUKIT JALIL | RESIDENSI JALILMAS ,3.0562555,101.6660653,1,57000,OK,"establishment,point_of_interest"
104,ROOFTOP,"Lot PT 25954, Jalan Dutamas Raya, Dutamas, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ-8OW6ohIzDERx9UK5tL7d0A,CONCERTO KIARA @ MONT KIARA,3.1789066,101.6585448,1,51200,OK,"establishment,lodging,point_of_interest"
105,GEOMETRIC_CENTER,"217, Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJiUJavedKzDERysuS410w1zY,BUKIT JALIL CITY | AURORA | REV.O | PARK SKY ,3.0520695,101.6713502,1,57000,OK,"establishment,point_of_interest"
106,GEOMETRIC_CENTER,"Bukit Lanjan, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJn-_bsrVIzDERrUgEeK88AMI,"RESIDENSI THE TREES @ BUKIT LANJAN DAMANSARA, KL",3.1744334,101.619485,2,60000,OK,"establishment,general_contractor,point_of_interest"
107,GEOMETRIC_CENTER,"Jalan Kiara 4, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJLTt4mPFIzDEReL1u3_otlHo,SUNWAY MONT RESIDENCES @ MONT KIARA ,3.1656103,101.6522388,1,50480,OK,"establishment,general_contractor,point_of_interest"
108,GEOMETRIC_CENTER,"Taman Kuchai Jaya, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJX_8r6rJLzDERWbbFhQg2d2k,216 RESIDENCES  @ KUCHAI LAMA,3.091117,101.68278,1,58200,OK,"establishment,lodging,point_of_interest"
109,GEOMETRIC_CENTER,"MSN, Jalan Taman Setiawangsa, Au 2, 54200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJrblTV5w3zDERC6c8MVqVIqY,THE VALLEYS AT SKYSIERRA @ SETIAWANGSA,3.1771988,101.7473322,1,54200,OK,"establishment,point_of_interest"
110,GEOMETRIC_CENTER,"Dutamas, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJwWjb4nZJzDERAq4YjHoX0Vc,SOLASTA @ PERSIARAN DUTAMAS,3.1850037,101.6635151,1,51200,OK,"establishment,lodging,point_of_interest"
111,GEOMETRIC_CENTER,"Jalan MP 1, Tropicana Metropark, 47500 Subang Jaya, Selangor, Malaysia",ChIJaxDA5QBNzDER1u_Vy1Oz_q8,TROPICANA METROPARK | PAISLEY SERVICED RESIDENCES,3.0723843,101.5660493,1,47500,OK,"establishment,point_of_interest"
112,GEOMETRIC_CENTER,"No 1, Seksyen U13, Jln Setia Dagang AL U13/AL, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",ChIJzZvig9BTzDERHKbGOALrLsM,"SUNSURIA FORUM @ 7TH AVENUE, SETIA ALAM",3.1056436,101.4690867,1,40170,OK,"establishment,finance,general_contractor,point_of_interest"
113,GEOMETRIC_CENTER,"Rumbia, Singapore 543162",ChIJDXpiKRsW2jERJZ6d1h6SnWc,RUMBIA & IXORA RESIDENCE | ARI PERMAISURI,1.3915101,103.9059682,10,543162,OK,"establishment,point_of_interest,transit_station"
114,APPROXIMATE,"Cheras, Selangor, Malaysia",ChIJM6mfOuk0zDERyVOiqPElqs0,"CHERAS, NEW LANDED PROPERTY ",3.068518,101.7704228,1,,OK,"locality,political"
115,,,,MAINLAND CHINESE BUYS NEW & SUBSALE KL PROPERTIES,,,0,,ZERO_RESULTS,
116,GEOMETRIC_CENTER,"Jalan Desa, Taman Danau Desa, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJvxSGVwlKzDER51CPvrUauhA,RESIDENSI WILAYAH SENTRALMAS @ Taman Desa,3.0981905,101.6908832,2,57100,OK,"establishment,point_of_interest"
117,GEOMETRIC_CENTER,"76 Jalan Raja Muda Abdul Aziz, Jalan Tun Razak, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJb5Fy9N43zDERReJZZvMJU8Y,SetiaSky Residence,3.1685281,101.7100998,1,50300,OK,"establishment,point_of_interest"
118,ROOFTOP,"LG1-3, Seri Gembira Avenue, No. 6, Jalan Senang Ria, Taman Gembira, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ7xqCBFVLzDERQrCSdn5-FOQ,"M Oscar @ Happy Garden, PJ",3.0793651,101.6868329,1,58200,OK,"establishment,general_contractor,point_of_interest"
119,GEOMETRIC_CENTER,"Jalan Perhentian, Sentul, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJwxhFphNIzDERxZ-JObCcu7E,RICA RESIDENCE @ SENTUL,3.1778531,101.6873752,1,51100,OK,"establishment,general_contractor,point_of_interest"
120,GEOMETRIC_CENTER,"Batu 7 Gombak, 53100, Selangor, Malaysia",ChIJm2bcxnI5zDERMTK6ilI9OBM,Ayuman Suites - Owners Thread,3.2341769,101.71469,1,53100,OK,"establishment,lodging,point_of_interest"
121,GEOMETRIC_CENTER,"Jalan Teknokrat 7, Cyber 5, 63000 Cyberjaya, Selangor, Malaysia",ChIJI0tKcgy3zTERh8GkyLNdHf8,CYBERSQUARE @ CYBERJAYA ,2.9189204,101.6577781,1,63000,OK,"establishment,lodging,point_of_interest"
122,,,,looking to purchase first home,,,0,,ZERO_RESULTS,
123,GEOMETRIC_CENTER,"Kampung Tasek Permai, 68000 Ampang Jaya, Selangor, Malaysia",ChIJd3_x2Lo2zDEROYDZNJBac44,Brezza Hill Ampang Bukit Permai,3.1217523,101.7838287,1,68000,OK,"establishment,point_of_interest"
124,ROOFTOP,"123 W Main St, Independence, KS 67301, USA",ChIJc-U1SBsruIcRgmfgYqghaXk,8TH & STELLAR RESIDENCES & SOHO @ SRI PETALING,37.2231187,-95.70783829999999,1,67301,OK,"establishment,point_of_interest"
125,GEOMETRIC_CENTER,"Jalan Kasipillay, Jalan Ipoh, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ96ADTmtIzDER0YyZJwYp5ow,Putra Majestik The hidden Gem,3.17571,101.6840291,1,51200,OK,"establishment,point_of_interest"
126,GEOMETRIC_CENTER,"Jalan Pantai Permai, Bangsar South, 59200 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJeQZvF7dLzDERBckg-fqJZZI,THE GOODWOOD RESIDENCE @ BANGSAR SOUTH,3.1085515,101.6644477,1,59200,OK,"establishment,general_contractor,lodging,point_of_interest"
127,GEOMETRIC_CENTER,"Jalan Subang 1, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",ChIJwVed_P1LzDERK-eEXzmGWu4,KENWINGSTON SKY LOFTS @ USJ 1 SUBANG JAYA,3.061728,101.5956882,1,47600,OK,"establishment,point_of_interest"
128,GEOMETRIC_CENTER,"Angkasapuri, Jalan Pantai Dalam, Bukit Putra, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJBWyEJuhJzDERv_A37u_9Adg,Rio Bangsar South by Malton,3.1124624,101.6745507,2,59200,OK,"establishment,lodging,point_of_interest"
129,ROOFTOP,"2, Jalan Senang Ria, Taman Gembira, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJHyXVz2dKzDER7dSFI0rxeFI,RESIDENSI GEMBIRA 737 ,3.0820161,101.686575,1,58200,OK,"establishment,point_of_interest"
130,GEOMETRIC_CENTER,"Lot 3825 & 3826, Jalan Sg. Serai, Kg. Sungai Serai, 48050 Rawang, Selangor, Malaysia",ChIJj3F4RFxDzDEReCiKhDbp7EI,GAMUDA GARDENS & KUNDANG ESTATES @ RAWANG,3.2779371,101.5451181,1,48050,OK,"establishment,point_of_interest"
131,ROOFTOP,"Pusat Bandar, 2, Persiaran Jalil Utama, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ1WK28udKzDERlczc3oAKZCQ,THE PARK 2 @ PAVILION BUKIT JALIL,3.0539633,101.6712777,1,57000,OK,"establishment,point_of_interest,shopping_mall"
132,APPROXIMATE,"Batu Kawan, Simpang Ampat, Penang, Malaysia",ChIJM3JWYTa4SjARp0sQM2faI9I,BATU KAWAN,5.270447,100.4196629,1,,OK,"political,sublocality,sublocality_level_1"
133,GEOMETRIC_CENTER,"Lebuh IRC, Ioi Resort, 62502 Putrajaya, Selangor, Malaysia",ChIJUW80afvLzTER-yTEzSfn1HE,"THE CLIO 2 RESIDENCES @ IOI RESORT CITY, PUTRAJAYA",2.9690328,101.722658,1,62502,OK,"establishment,lodging,point_of_interest"
134,GEOMETRIC_CENTER,"Setia City Residences @ Setia City, Persiaran Setia Dagang, Alam Nusantara, 40170 Shah Alam, Selangor, Malaysia",ChIJjw0GNghTzDERSaM_Qth2oUw,SETIA CITY RESIDENCES @ BANDAR SETIA ALAM,3.1124283,101.4595224,1,40170,OK,"establishment,point_of_interest"
135,GEOMETRIC_CENTER,"Persiaran Alam Damai, Cheras, 56000 Alam Damai, Federal Territory of Kuala Lumpur, Malaysia",ChIJwcMar6i1zTERQQ9tFYWtD8Y,RIANA SOUTH @ CHERAS ,3.0767814,101.7325361,1,56000,OK,"establishment,point_of_interest"
136,,,,SAFE TO BUY OR Not - HTC TOWER,,,0,,ZERO_RESULTS,
137,GEOMETRIC_CENTER,"Bukit Dinding, 54200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJGQfDxdU5zDERTkb6mcG7qQQ,SETIAWANGSA RESIDENCY,3.1919045,101.7570684,1,54200,OK,"establishment,point_of_interest"
138,GEOMETRIC_CENTER,"Jalan Desa, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJr9h-NUhLzDER7iyF3uwz8A4,The Hipster @ Taman Desa by Aset Kayamas,3.0976524,101.689805,1,58100,OK,"establishment,general_contractor,point_of_interest"
139,ROOFTOP,"3, Jalan Lingkaran Tengah 2, Cheras, 55300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJQU0R-cs5zDERSDCKopInRsE,RESIDENSI LAMAN SARI @ KL NORTH ,3.109462,101.7438278,1,55300,OK,"establishment,point_of_interest"
140,GEOMETRIC_CENTER,"Kampung Datuk Keramat, 55000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJg89dC7k3zDER6YKn1oqv5a0,"PICASSO RESIDENCE, OFF JALAN AMPANG",3.1633555,101.7345365,1,55000,OK,"establishment,point_of_interest"
141,GEOMETRIC_CENTER,"Jalan SS 16/1, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",ChIJhaJ1Na9NzDERXgOGv2s5S20,AURORA @ SUBANG JAYA CITY CENTRE,3.0810658,101.5805835,1,47500,OK,"establishment,general_contractor,point_of_interest"
142,ROOFTOP,"68, Jalan Sibu, Taman Wahyu, 68100 Batu Caves, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJwcMar6i1zTERNDBlyrMVwa0,LAKEVILLE RESIDENCE | SERI WAHYU  ,3.2087134,101.6689777,1,68100,OK,"establishment,lodging,point_of_interest"
143,,,,Topaz by Plenitude,,,0,,ZERO_RESULTS,
144,GEOMETRIC_CENTER,"Taman Cheras Hartamas, 56100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJizHJtd41zDERk7Hbkho6MHU,Aster Residence Cheras by Amber Homes,3.0808944,101.7460202,1,56100,OK,"establishment,point_of_interest"
145,ROOFTOP,"C1-1-2, parklane OUG Shopoffice, NO.1, Jalan 1/152, Taman Overseas Union, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJxdx6OQFLzDERqu0zMRqTlmk,OUG Parklane  - Version 2,3.0673492,101.6568316,1,58200,OK,"establishment,food,point_of_interest,restaurant"
146,ROOFTOP,"Parc 3 Sales Gallery Lot 20000, Seksyen, 90A, Jalan Pudu Perdana, Taman Pertama, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJEyjdXm02zDERb3V2jGYq1qo,"PARC 3 @ KL SOUTH, CHERAS",3.1206977,101.7305148,1,56100,OK,"establishment,general_contractor,point_of_interest"
147,GEOMETRIC_CENTER,"Taman Serdang Perdana, 43300 Seri Kembangan, Selangor, Malaysia",ChIJzyGwnKdKzDERGoDG_CXOYh0,ONE SOUTH | GREENZ | CUBE | ZETA RESIDENCE,3.0454009,101.7060791,1,43300,OK,"establishment,point_of_interest"
148,GEOMETRIC_CENTER,"Jalan Dataran Cheras Balakong, 43200 batu caves, Selangor, Malaysia",ChIJ7W5yQ31HzDERZQ8idcfEBOA,TRADERS GARDEN @ CHERAS TRADERS SQUARE,3.0353225,101.7625664,1,43200,OK,"establishment,general_contractor,point_of_interest"
149,GEOMETRIC_CENTER,"5-11 Menara YNH Kiara163, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ45rMjfJIzDERaSsXhprkOoE,KIARA 163 @ MONT KIARA | SOVO | HOTEL S | THE OOAK,3.1672081,101.6521982,1,50480,OK,"establishment,point_of_interest,shopping_mall"
150,GEOMETRIC_CENTER,"Dorsett Waterfront Subang, Jalan SS12/1, SS12, 47500 Subang Jaya, Selangor, Malaysia",ChIJlYrGDbhNzDERh4I5LJfqNyc,DORSETT WATERFRONT @ SUBANG,3.0797179,101.5949218,1,47500,OK,"establishment,lodging,point_of_interest"
151,GEOMETRIC_CENTER,"Bandar Kinrara 5, 47180 Puchong, Selangor, Malaysia",ChIJBVIgL6FLzDERJkXIa9mD-eo,10 KINRARA @ BANDAR KINRARA,3.048294,101.6451781,1,47180,OK,"establishment,lodging,point_of_interest"
152,GEOMETRIC_CENTER,"Jalan PBS 14/2, Taman Perindustrian Bukit Serdang, 43300 Seri Kembangan, Selangor, Malaysia",ChIJUXfpcLpKzDERkh4FuOAjwBY,CITY OF GREEN @ BUKIT JALIL ,3.0438964,101.6929362,1,43300,OK,"establishment,point_of_interest"
153,GEOMETRIC_CENTER,"Jalan Setia Murni U13/51, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",ChIJx_-Kf19RzDERawkKW6XEOMc,Edusentral Setia Alam,3.1148894,101.4537794,1,40170,OK,"establishment,point_of_interest"
154,GEOMETRIC_CENTER,"Lorong Peel, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJm4mUJMw3zDERoPXalBUl4L0,PLATINUM MIRA RESIDENCES @ MALURI,3.1283146,101.7282899,1,55100,OK,"establishment,general_contractor,point_of_interest"
155,GEOMETRIC_CENTER,"Jalan Dutamas 1, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJswbvx11IzDERS1-gT_4eENQ,D'IMMERSIONE @ SOLARIS DUTAMAS,3.1696701,101.6683503,1,50480,OK,"establishment,general_contractor,point_of_interest"
156,APPROXIMATE,"Bu 11, 47400 Petaling Jaya, Selangor, Malaysia",ChIJQaCcnbBOzDERBBuSOoOkMQU,Buying a landed property in BU 11 ,3.126222,101.604451,1,47400,OK,"political,sublocality,sublocality_level_1"
157,GEOMETRIC_CENTER,"Seksyen 1 Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJNdyz2zw4zDERiKtnFVtEdzE,SINARAN @ WANGSA MAJU,3.2010623,101.7329257,10,53300,OK,"establishment,general_contractor,point_of_interest"
158,ROOFTOP,"Menara Montena, No.1A, Jalan Damai Purnama, Alam Damai, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJr9O9zAk1zDERNIMzhH6_T7c,MONTENA SOVO SUITES @ ALAM DAMAI CHERAS ,3.072912,101.7404412,1,56000,OK,"establishment,lodging,point_of_interest"
159,GEOMETRIC_CENTER,"114A Jalan Kabus (along, Jalan Lingkaran Tengah 2, Ampang, Kuala Lumpur, 68000 Ampang Jaya, Selangor, Malaysia",ChIJ9yfgts45zDERetKVZTftJAY,LIBERTY ARC @ AMPANG UKAY,3.1663191,101.7531838,1,68000,OK,"establishment,general_contractor,point_of_interest"
160,ROOFTOP,"KL Gateway Mall, 2, Jalan Kerinchi, Kerinchi, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJmRDlPoBJzDERBThHAN8Of0w,KL GATEWAY | PREMIUM RESIDENCES ,3.113827,101.6630249,1,59200,OK,"establishment,point_of_interest"
161,ROOFTOP,"The Riyang, 28, Jalan Gembira, Happy Garden, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJVTzLrVxKzDERZj26yH3wjMU,THE RIYANG @ HAPPY GARDEN ,3.0833381,101.6890335,1,58200,OK,"establishment,point_of_interest"
162,GEOMETRIC_CENTER,"Jalan 32/112, Seksyen 32, 40460 Shah Alam, Selangor, Malaysia",ChIJf1ys1IetzTERAx0lHEdce54,AMVERTON GREENS @ BUKIT KEMUNING G&C RESORT,2.9865836,101.5219771,1,40460,OK,"establishment,point_of_interest"
163,GEOMETRIC_CENTER,"Jalan PJU 1a/2, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",ChIJ-0mjY4tNzDERhocQRm1A7Hw,ARRA RESIDENCES @ ARA SENTRAL ,3.1129845,101.576716,1,47301,OK,"establishment,general_contractor,point_of_interest"
164,GEOMETRIC_CENTER,"KL Digital City, Taman Sri Sinar, Segambut, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJtds2ISRHzDERPkMnsIF5WdE,KUALA LUMPUR DIGITAL CITY,3.1927957,101.6753416,1,51200,OK,"establishment,general_contractor,point_of_interest"
165,GEOMETRIC_CENTER,"Azalea Homes, Taman kundang jaya 1, Kundang Jaya, 48020 Rawang, Selangor, Malaysia",ChIJud5O5lFDzDERl5GHgBhA5pY,Azalea Homes - Taman Kundang Jaya ..::V2::..,3.2812784,101.5319109,1,48020,OK,"establishment,general_contractor,point_of_interest,real_estate_agency"
166,ROOFTOP,"No 693, Batu, 5, Jalan Cheras, Taman Mutiara Barat, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJvaM1Vdw1zDERCEBYgTm3xU8,EKOCHERAS @ JALAN CHERAS  ,3.0939071,101.7385398,1,56000,OK,"establishment,point_of_interest,shopping_mall"
167,ROOFTOP,"30, Jalan SS 2/72, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",ChIJwe5J9E9JzDERAQC_Lw6E2jk,Five Stones @ ss2/72,3.1238544,101.6268563,1,47300,OK,"establishment,point_of_interest"
168,GEOMETRIC_CENTER,"Jalan Bemban, Kampung Berembang, 55000 Kuala Lumpur, Selangor, Malaysia",ChIJ-7xnDqY3zDER049z-5IG-F0,THE ELEMENTS @ AMPANG ,3.161875,101.7480815,1,55000,OK,"establishment,point_of_interest"
169,GEOMETRIC_CENTER,"Taman Equine, 43300 Seri Kembangan, Selangor, Malaysia",ChIJ90UPUgi1zTERZ8FLC4va1gs,EQUINE RESIDENCE,2.9957794,101.6754714,2,43300,OK,"establishment,lodging,point_of_interest"
170,GEOMETRIC_CENTER,"Bandar Saujana Putra, 42610, Selangor, Malaysia",ChIJq-Kz2aCxzTER8hWKvOqxPdU,Ivory Residences by LBS - Bandar Saujana Putra,2.9282451,101.5779778,2,42610,OK,"establishment,point_of_interest"
171,,,,BLISS RESIDENCE @ OLD KLANG ROAD,,,0,,ZERO_RESULTS,
172,ROOFTOP,"Jalan 2, 65a, off, Jalan Tun Razak, Titiwangsa, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJK5Acs-A3zDERl9zaRx36D8s,EXPRESSIONZ PROFESSIONAL SUITES @ TUN RAZAK ,3.1717375,101.7125101,1,50400,OK,"establishment,lodging,point_of_interest"
173,ROOFTOP,"Lot 9878 1/2, 6, Jln Besar Kepong, Pekan Kepong, 52000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ3zNaojdGzDERUTqmg9HlwGM,"UNIO RESIDENCE @ KL NORTH, JALAN KEPONG",3.2089836,101.6514138,1,52000,OK,"establishment,general_contractor,point_of_interest"
174,GEOMETRIC_CENTER,"Jalan 34/26, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJTYwibyc4zDERhj9V4I7C44s,QUARTZ WANGSA MAJU | LEXA | FERA | HENNA,3.1911148,101.7371636,1,53300,OK,"establishment,finance,point_of_interest"
175,ROOFTOP,"Level 3, No.6, Jalan Cochrane, Seksyen 90, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJB3uwzD02zDERHQMlA6UmnJU,"MYRESIDENCE @ MYTOWN SHOPPING CENTRE, CHERAS",3.1347214,101.7229628,1,55100,OK,"establishment,point_of_interest,shopping_mall"
176,GEOMETRIC_CENTER,"Jalan Tembaga, Setapak, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJwcMar6i1zTERCTsSKYdniww,THE REACH @ TITIWANGSA ,3.1872714,101.7046135,1,53200,OK,"establishment,point_of_interest"
177,ROOFTOP,"13, Jalan Kuchai Lama, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJhVAO9m5KzDERtiGf-gZVgA8,KUCHAI EAST @ KUCHAI LAMA,3.0864922,101.6922676,1,58200,OK,"establishment,lodging,point_of_interest"
178,ROOFTOP,"145, Jalan Ampang, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJY4rdItE3zDERqD394-NRMmo,FOUR SEASONS PRIVATE RESIDENCES KUALA LUMPUR,3.1581663,101.7135536,1,50088,OK,"establishment,point_of_interest,shopping_mall"
179,GEOMETRIC_CENTER,"Kepong, Kepong Metropolitan Lake-garden Kuala Lumpur, Jalan Taman, Taman Usahawan Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJAQAAwFtGzDER61VetZIMzUY,THE HENGE RESIDENCE | RESIDENSI KEPONGMAS ,3.220089,101.642385,2,52100,OK,"establishment,point_of_interest"
180,ROOFTOP,"Damansara Foresta Condominium, PJU 9, Persiaran Meranti, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJTcmr401PzDERJrQzQPE1PS0,DAMANSARA FORESTA  ,3.181858,101.611623,1,52200,OK,"establishment,point_of_interest,real_estate_agency"
181,ROOFTOP,"No. 1, Jalan Sembilang, Taman Tenaga, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ0RB49wo2zDER2VTOcIKUF10,J. DUPION RESIDENCE @ OFF JALAN CHERAS,3.1133674,101.7266593,1,56000,OK,"establishment,point_of_interest"
182,ROOFTOP,"1, Jalan Puncak Menara Gading, UCSI Heights, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJs-M6pqM1zDERo6yUJJbpmK0,UCSI RESIDENCE 2 ,3.079673,101.733255,1,56000,OK,"establishment,point_of_interest,school,university"
183,APPROXIMATE,"Sri Hartamas, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJYTJKDPpIzDERq2CqOyiXETw,AMAZELAND'S RUMAWIP AT DESA SRI HARTAMAS,3.1599626,101.6520463,1,,OK,"political,sublocality,sublocality_level_1"
184,GEOMETRIC_CENTER,"No. 1, Jalan 3/33A, Off Jalan Kepong, Batu 7, Kepong Baru, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJx1KcSEdGzDERRkftt5_8o7M,THE HERZ @ KEPONG | RESIDENSI KEPONGMAS 2,3.212173,101.6449224,1,52100,OK,"establishment,point_of_interest"
