thread_name,username,post_content,posted_at
Elmina by Sime Darby v2,Neoh1979,"I would choose 20x88 as this new launching design is very typical type. Alot of ppl would go for 20x70 as 20x60 is very lousy in term of location and layout,though both are side by side","Nov 17 2015, 04:24 PM"
Elmina by Sime Darby v2,MusicForLife,For first time buyer like me and not rushing to move in would go for 20x70.The layout is out already ah?,"Nov 17 2015, 05:01 PM"
Elmina by Sime Darby v2,forever1979,current market condition also need ballot ?,"Nov 17 2015, 06:26 PM"
Elmina by Sime Darby v2,BRE,"Sure ballot lo bro if SDP only launch 40-50 units first & many ppl registered for it, save cost no need to provide food, blanket etc for ppl who Q overnight!","Nov 17 2015, 06:57 PM"
Elmina by Sime Darby v2,MusicForLife,"If 50 units ballot, I think bye bye to this project already, sure kena sapu by internal staff.","Nov 17 2015, 07:57 PM"
Elmina by Sime Darby v2,BRE,"SDP will limit the staff purchase bro, 670K+ is not exactly cheap also so maybe not many staff will sapu also!","Nov 17 2015, 08:17 PM"
Elmina by Sime Darby v2,MusicForLife,"They are one of the best employer ma, hahaLook at their past""At 10:00am, around 250 Sime Darby staffs showing their interest for Ariza, so 250 staffs fighting for 59 units by balloting.At 11:00am. All 59 units of staff allocation was sold, the management has no choice but to open the 46 units that reserved for public to the staffs with the condition that staff will not enjoy 5% staffs discount.At 12:00pm. 50% Bumi quotas met. Some Bumi Staffs that bought at no staff discounts, did not get 7% bumi discount as well, as Ariza 50% bumi quota has met before open to the public.""http://propcafe.net/sime-darbys-elmina-ari...-ph2-regia-ph3/","Nov 17 2015, 09:13 PM"
Elmina by Sime Darby v2,BRE,This story 2 years ago right bro? Now prop market slow la some more ppl are tightening their belt and saving more so I doubt so many SDP staff will sapu all the units.,"Nov 17 2015, 10:51 PM"
Elmina by Sime Darby v2,klangvalleyrookie,Could anyone kindly let me know where is Elmina's sales gallery? It is sharing the same sales gallery of Denai Alam? TQ.,"Nov 18 2015, 12:36 AM"
Elmina by Sime Darby v2,BRE,"Different gallery bro. Elmina's gallery is on the right hand side of Guthrie highway if you are coming from BJ side, u need to exit at Elmina interchange.","Nov 18 2015, 06:47 AM"
Elmina by Sime Darby v2,klangvalleyrookie,I see. Thanks bro. Shall pay a visit soon.,"Nov 18 2015, 11:42 AM"
Elmina by Sime Darby v2,Neoh1979,"Great, Good luck. I was told it's about 300units (tbc) for each size. Layout is by verbal only. I understand the lower gr 20x60 will be fully extended, however no living area on the upper floor. Visit the gallery and the site is already in progress of clearing.","Nov 18 2015, 04:10 PM"
Elmina by Sime Darby v2,forever1979,20x65 is a bit small.ideal layout is 24ft x 70ft and above.,"Nov 18 2015, 04:53 PM"
Elmina by Sime Darby v2,cwyan,Nope. Ideal one is 24x75.,"Nov 18 2015, 05:53 PM"
Elmina by Sime Darby v2,achongs,24x75 with fully extend 😅,"Nov 18 2015, 06:51 PM"
Elmina by Sime Darby v2,prince_mk,Can consider the new one??? Or just get the subsales?I have a tight budget to meet too. Haiz.,"Nov 18 2015, 08:32 PM"
Elmina by Sime Darby v2,utellme,Buy keana elmina garden 24x79 subsale. Rm840K @ iproperty,"Nov 18 2015, 09:46 PM"
Elmina by Sime Darby v2,buggie,"What's your budget?Ariza will set you back about 3500 a month on a full 90% loan for the full 30 years. And you will need 100k in cash for down payment stamp duty and legal fees. This is before reno, furniture and fittings. Expect another 100k cash for this if you wanna do it nicely.Keana will be about 4k a month. And maybe 120k down. But bigger a bitElmina West smaller and cheaper and maybe developer will absorb fees and what not for new launching, I don't know. But you have that sewage issue to think about.For me, I think you have to find that sweet spot between budget and size","Nov 18 2015, 10:37 PM"
Elmina by Sime Darby v2,prince_mk,"Keana is nice and spacious enough. Having saying that abt the loan installment, i think the loan was quite burdening too as i m having another bank loan with me. But it was so irresistable seeing the landed there. I guess i need to do some calculation else it will burden me as it was a long term commitment.U guys are working in PJ area too?","Nov 19 2015, 12:48 AM"
Elmina by Sime Darby v2,cwyan,"you have another property? share with us, maybe we can share our experience with u.","Nov 19 2015, 09:31 AM"
Elmina by Sime Darby v2,prince_mk,Just an apartment living with parents in Kepong.,"Nov 19 2015, 09:36 AM"
Elmina by Sime Darby v2,MusicForLife,"I currently rent at bukit jelutong and I fetch my cousins to school at denai alam every morning. To be frank from Denai alam to my office kelana jaya, at most 30 minutes only.But toll is expensive RM1.90 + RM1.I would say it's worth paying it though.My colleagues stay in puchong area, they rather use Elite + nkve to kelana jaya.","Nov 19 2015, 11:03 AM"
Elmina by Sime Darby v2,klangvalleyrookie,Does anyone know where is the nearest national or chinese primary school in Elmina? I just visited this afternoon and like it very much but having doubt cos don't know where to send the kids for study if stay there.,"Nov 19 2015, 11:17 AM"
Elmina by Sime Darby v2,cwyan,if the unit belong to u. you can just sell it 1st then rent it back from the new owner then you have enough money to buy a unit in elmina.,"Nov 19 2015, 11:43 AM"
Elmina by Sime Darby v2,prince_mk,"Cwyan, parents wan to stay here. So i planned to buy and keep for few years. While waiting i will rent out and at same time i topup abit.","Nov 19 2015, 11:48 AM"
Elmina by Sime Darby v2,utellme,I think the closer Chinese primary school is in kampong baru Subang which is 6km away from elmina.,"Nov 19 2015, 11:53 AM"
Elmina by Sime Darby v2,klangvalleyrookie,"Thanks. SJK© Subang is about 9 km away from Elmina Garden.Yeah, after some digging, I found more choices of schools such as SK Subang Bestari (5 km), HELP Int. School (4 km).","Nov 19 2015, 12:03 PM"
Elmina by Sime Darby v2,Neoh1979,The Jan launch project... In the midst of land clearing. Very to the HTC? 50m?,"Nov 19 2015, 12:20 PM"
Elmina by Sime Darby v2,BRE,"Dont be surprised for SDP to delay the launching as it has happened so many times to their other projects in PH, SJ & AD.","Nov 19 2015, 12:23 PM"
Elmina by Sime Darby v2,LDP,Not suprising..i think it will be after CNY which means in Feb rather than Jan..,"Nov 19 2015, 02:08 PM"
Elmina by Sime Darby v2,BRE,"Yes, this is the feedback that I got from a few of their SAs, normally they will launch new projects after CNY, not before. Most probably it will be Feb or March 2016.Get your bullets ready!","Nov 19 2015, 03:16 PM"
Elmina by Sime Darby v2,LDP,"I am lazi to go for ballot, so skip lor, no need to prepare bullet :-) ...Furthermore the sewage plant is huge, so that throws me off..","Nov 20 2015, 08:03 PM"
Elmina by Sime Darby v2,say_it,"Yup, not only a big sewage and also the PE Transformer for whole township.Normally SD like to build smaller and cheaper unit beside these factors.If it is really 300 units for each size, means total 600 units available. Then you all will have higher chance to secure a unit during ballot.But I doubt it will be so many units for next launch.20x60 / 20x70 is livable but not ideal home or lifestyle unit unlike the units they promoting in denai alam or elmina east.If you plan to stay within these 1-2 years beside ariza (as the area still pretty quiet), saffron hill in denai alam can be consider as well 22x75 built up 2500 sqft around RM800k.","Nov 20 2015, 10:31 PM"
Elmina by Sime Darby v2,Kent3888,"Wise thought, if not by the time you plan to move to DA, in a few years time, the price would not be the same, touching the 1mil marks in few years time.","Nov 20 2015, 10:52 PM"
Elmina by Sime Darby v2,elmond,"modern treatment labased on the wind rose of subang airport (44 years since 1968-2012), prevailing wind is from northwest to southeast, so most likely smell wont impact elmina west at all.now i know why they build it there.","Nov 21 2015, 12:59 AM"
Elmina by Sime Darby v2,LDP,Can you provide data to show that the wind direction is from NW to SE ? Hahahahah,"Nov 21 2015, 11:23 AM"
Elmina by Sime Darby v2,elmond,i don't make story by air but with fact,"Nov 21 2015, 01:57 PM"
Elmina by Sime Darby v2,LDP,Yes you are taikor..Good data..but it means that Elmina East will be affected pulak..,"Nov 21 2015, 03:32 PM"
Elmina by Sime Darby v2,prince_mk,Saffron also look great. Let me visit the place first.,"Nov 21 2015, 03:38 PM"
Elmina by Sime Darby v2,simplest,Where did u get this?Share sikit la,"Nov 21 2015, 05:59 PM"
Elmina by Sime Darby v2,prince_mk,can i know majority what race are staying in Elmina East??,"Nov 21 2015, 06:08 PM"
Elmina by Sime Darby v2,nexona88,reason for asking?,"Nov 21 2015, 08:40 PM"
Elmina by Sime Darby v2,prince_mk,"A fren working as property agent said if majority are chinese, then the property price will shoot up fast.","Nov 22 2015, 07:54 PM"
Elmina by Sime Darby v2,klangvalleyrookie,A lot of chinese also no use if commi not available,"Nov 23 2015, 08:09 AM"
Elmina by Sime Darby v2,Neoh1979,Usually the surrounding area for elmina is major Malay. The issue is that there is limited commercial activities around the area. Except the mah Sing development and hopefully with help college set up... More commercial is coming...somemore spill over effect from kwasaland will be there... Probably 7-8yrs? That's why the subsale is still very good deal to buy now...,"Nov 23 2015, 08:15 AM"
Elmina by Sime Darby v2,cwyan,"Share with u guys why I buy a unit in elmina.1. Developer - sime darby property -- I know sime darby property is not better than eco world and not the best but it not the worse. At least it able to deliver and hand over the house on time and it wont run away and become a abandon project.2. Quality - I know sime darby property didnt deliver the super quality product but at least it not the worse and the quality still can acceptable. (eg I stay in putra heights and it consider not bad compare with other deverloper). I know they should improve the qualaty but too bad they didnt.3. Location - just with 20 mins to one utama.- near kwasa damanasara, kota damanasara, pj, ara damasara- I got an option to use the road without paying a toll- easy access to highway- new highway is on the way - DASH (not sure the 100% can build on time)- near sg buloh MRT4. Trafic jam - which area not jam?5. Freehold property - I have staying in leasehold and freehold property, some of u may say is the same but I have experience when I sell my leasehold condo and the price appreciation on for freehold is alway faster and higher than leasehold.6. compare with new township - elmina vs Rimbayu, ecohill, eco xxxx in kota kementing and eco xxx in syemyih, elmina is still better in term of location.7 price - pricing for new township elmina vs rimbayu, ecohill, eco xxxx kota kementing/syemyih, ecohill in term of location, leasehold vs freehold. elmina still better.","Nov 23 2015, 08:16 AM"
Elmina by Sime Darby v2,utellme,"Was told by SA before I went for balloting last time.Elmina East - 50% bumi 50% non bumiDenai Alam - 70% bumi 30% non bumiWho know aboutElmina West - ??????I guess latest Elmina East phase Crusia %non- bumi more than %bumi, just my opinion.","Nov 23 2015, 08:21 AM"
Elmina by Sime Darby v2,cwyan,Not really. not many non bumi afford to buy 1m above property.,"Nov 23 2015, 08:22 AM"
Elmina by Sime Darby v2,Neoh1979,"I share the same thoughts with u. The only concern is the holding power to wait for the surrounding commercial activities to boast up elmina. However with lrt confirmation, mah Sing and kwasaland, I guess it's a good bet...","Nov 23 2015, 08:26 AM"
Elmina by Sime Darby v2,nexona88,,"Nov 23 2015, 08:29 AM"
Elmina by Sime Darby v2,wil-i-am,Now still doable?,"Nov 23 2015, 08:29 AM"
Elmina by Sime Darby v2,prince_mk,Still doable. Coz it is freehold and that area is picking up.Have u buy any landed in KL?,"Nov 23 2015, 08:31 AM"
Elmina by Sime Darby v2,prince_mk,"Share with u guys why I buy a unit in elmina.1. Developer - sime darby property  -- I know sime darby property is not better than eco world and not the best but it not the worse. At least it able to deliver and hand over the house on time and it wont run away and become a abandon project.2. Quality - I know sime darby property didnt deliver the super quality product but at least it not the worse and the quality still can acceptable. (eg I stay in putra heights and it consider not bad compare with other deverloper). I know they should improve the qualaty but too bad they didnt.3. Location - just with 20 mins to one utama.                - near kwasa damanasara, kota damanasara, pj, ara damasara                - I got an option to use the road without paying a toll                - easy access to highway                - new highway is on the way  - DASH (not sure the 100% can build on time)                - near sg buloh MRT4. Trafic jam - which area  not jam?5. Freehold property - I have staying in leasehold and freehold property, some of u may say is the same but I have experience when I sell my leasehold condo and the price appreciation on for freehold is alway faster and higher than leasehold.6. compare with new township - elmina vs Rimbayu, ecohill, eco xxxx in kota kementing and eco xxx in syemyih, elmina is still better in term of location.7 price - pricing for new township elmina vs rimbayu, ecohill, eco xxxx kota kementing/syemyih, ecohill  in term of location, leasehold vs freehold. elmina still better.Agreed with u. Well said.","Nov 23 2015, 08:52 AM"
Elmina by Sime Darby v2,wil-i-am,"QUOTE(prince_mk @ Nov 22 2015, 07:53 PM)Still doable. Coz it is freehold and that area is picking up.Have u buy any landed in KL?Nope, still shopping","Nov 23 2015, 10:06 PM"
Elmina by Sime Darby v2,BRE,"QUOTE(wil-i-am @ Nov 23 2015, 09:09 AM)Nope, still shoppingBro wil still window shopping in so many places! Happy shopping bro & I hope u will get the best one!Dont forget the incoming dead chickens also!","Nov 24 2015, 07:20 AM"
Elmina by Sime Darby v2,wil-i-am,"QUOTE(BRE @ Nov 23 2015, 08:15 AM)Bro wil still window shopping in so many places!   Happy shopping bro & I hope u will get the best one!Dont forget the incoming dead chickens also!If have patience, definitely will get gud deal","Nov 24 2015, 09:15 AM"
Elmina by Sime Darby v2,BRE,"QUOTE(wil-i-am @ Nov 23 2015, 09:16 AM)If have patience, definitely will get gud dealCorrect bro, patience is virtue but dont shop too long also bro until u get confused and miss out the good deals!What do u think of Elmina as compared to the southern KV townships in Kajang/Semenyih/Sepang/Salak Tinggi areas?","Nov 29 2015, 09:47 PM"
Elmina by Sime Darby v2,wil-i-am,"QUOTE(BRE @ Nov 23 2015, 08:21 AM)Correct bro, patience is virtue but dont shop too long also bro until u get confused and miss out the good deals!What do u think of Elmina as compared to the southern KV townships in Kajang/Semenyih/Sepang/Salak Tinggi areas?In fact, I want to c wat E&O can offer -v- Elmina products","Dec 11 2015, 08:34 AM"
Elmina by Sime Darby v2,BRE,"QUOTE(wil-i-am @ Nov 23 2015, 09:22 AM)In fact, I want to c wat E&O can offer -v- Elmina productsNo news yet from them right on their land in Elmina? Why do u want to wait for E&O's offer in Elmina bro? Can share your expert views here?","Dec 11 2015, 08:54 AM"
Elmina by Sime Darby v2,wil-i-am,"QUOTE(BRE @ Nov 23 2015, 08:26 AM)No news yet from them right on their land in Elmina? Why do u want to wait for E&O's offer in Elmina bro? Can share your expert views here?It could take sometime for E&O to unveil their plansE&O is a gud developer in terms of design, finishing n positioning","Dec 11 2015, 03:54 PM"
Elmina by Sime Darby v2,jhbey,"QUOTE(cwyan @ Nov 21 2015, 01:57 PM)Share with u guys why I buy a unit in elmina.1. Developer - sime darby property  -- I know sime darby property is not better than eco world and not the best but it not the worse. At least it able to deliver and hand over the house on time and it wont run away and become a abandon project.2. Quality - I know sime darby property didnt deliver the super quality product but at least it not the worse and the quality still can acceptable. (eg I stay in putra heights and it consider not bad compare with other deverloper). I know they should improve the qualaty but too bad they didnt.3. Location - just with 20 mins to one utama.                - near kwasa damanasara, kota damanasara, pj, ara damasara                - I got an option to use the road without paying a toll                - easy access to highway                - new highway is on the way  - DASH (not sure the 100% can build on time)                - near sg buloh MRT4. Trafic jam - which area  not jam?5. Freehold property - I have staying in leasehold and freehold property, some of u may say is the same but I have experience when I sell my leasehold condo and the price appreciation on for freehold is alway faster and higher than leasehold.6. compare with new township - elmina vs Rimbayu, ecohill, eco xxxx in kota kementing and eco xxx in syemyih, elmina is still better in term of location.7 price - pricing for new township elmina vs rimbayu, ecohill, eco xxxx kota kementing/syemyih, ecohill  in term of location, leasehold vs freehold. elmina still better.Bro @BRE , @Longshot , another PHrian spotted.","Dec 11 2015, 04:30 PM"
