,sentences,users,date,sentiment_score
179,"yup, big, sewage, pe, transformer, township, normally, sd, like, build, small, cheap, unit, factor, 300, unit, size, mean, total, 600, unit, available, high, chance, secure, unit, ballot, doubt, unit, launch.20x60, 20x70, livable, ideal, home, lifestyle, unit, unlike, unit, promote, denai, alam, elmina, east, plan, stay, 1, 2, year, ariza, saffron, hill, denai, alam, consider, 22x75, build, 2500, sqft, rm800k",say_it,"Nov 20 2015, 10:31 PM",0.8555
180,"wise, thought, time, plan, da, year, time, price, touch, 1mil, mark, year, time",Kent3888,"Nov 20 2015, 10:52 PM",0.4767
181,"modern, treatment, labase, wind, rise, subang, airport, prevail, wind, northwest, southeast, likely, smell, impact, elmina, west, all.now, know, build",elmond,"Nov 21 2015, 12:59 AM",0.0
182,"provide, datum, wind, direction, nw, se, hahahahah",LDP,"Nov 21 2015, 11:23 AM",0.0
183,"story, air, fact",elmond,"Nov 21 2015, 01:57 PM",0.0
184,"yes, taikor, .., good, datum, .., mean, elmina, east, affect, pulak, ..",LDP,"Nov 21 2015, 03:32 PM",0.6808
185,"saffron, look, great, let, visit, place",prince_mk,"Nov 21 2015, 03:38 PM",0.6249
186,"u, this?share, sikit, la",simplest,"Nov 21 2015, 05:59 PM",0.0
187,"know, majority, race, stay, elmina, east",prince_mk,"Nov 21 2015, 06:08 PM",0.0
188,"reason, ask",nexona88,"Nov 21 2015, 08:40 PM",0.0
189,"fren, work, property, agent, majority, chinese, property, price, shoot, fast",prince_mk,"Nov 22 2015, 07:54 PM",-0.34
190,"lot, chinese, use, commi, available",klangvalleyrookie,"Nov 23 2015, 08:09 AM",0.0
191,"usually, surround, area, elmina, major, malay, issue, limited, commercial, activity, area, mah, sing, development, hopefully, help, college, set, ..., commercial, come, ..., somemore, spill, effect, kwasaland, ..., probably, 7, 8yrs, subsale, good, deal, buy, ...",Neoh1979,"Nov 23 2015, 08:15 AM",0.7506
192,"share, u, guy, buy, unit, elmina.1, developer, sime, darby, property, --, know, sime, darby, property, eco, world, good, bad, able, deliver, hand, house, time, run, away, abandon, project.2, quality, know, sime, darby, property, deliver, super, quality, product, bad, quality, acceptable, know, improve, qualaty, bad, didnt.3, location, 20, min, utama.-, near, kwasa, damanasara, kota, damanasara, pj, ara, damasara-, option, use, road, pay, toll-, easy, access, highway-, new, highway, way, dash, near, sg, buloh, mrt4, trafic, jam, area, jam?5, freehold, property, stay, leasehold, freehold, property, u, experience, sell, leasehold, condo, price, appreciation, freehold, alway, fast, high, leasehold.6, compare, new, township, elmina, vs, rimbayu, ecohill, eco, xxxx, kota, kementing, eco, xxx, syemyih, elmina, term, location.7, price, pricing, new, township, elmina, vs, rimbayu, ecohill, eco, xxxx, kota, kementing, syemyih, ecohill, term, location, leasehold, vs, freehold, elmina",cwyan,"Nov 23 2015, 08:16 AM",0.9118
193,"tell, sa, ballot, time, elmina, east, 50, bumi, 50, non, bumidenai, alam, 70, bumi, 30, non, bumiwho, know, aboutelmina, west, guess, late, elmina, east, phase, crusia, non-, bumi, bumi, opinion",utellme,"Nov 23 2015, 08:21 AM",0.0
194,"non, bumi, afford, buy, 1, m, property",cwyan,"Nov 23 2015, 08:22 AM",0.0
195,"share, thought, u., concern, hold, power, wait, surround, commercial, activity, boast, elmina, lrt, confirmation, mah, sing, kwasaland, guess, good, bet, ...",Neoh1979,"Nov 23 2015, 08:26 AM",0.6249
196,doable,wil-i-am,"Nov 23 2015, 08:29 AM",0.0
197,"doable, coz, freehold, area, pick, u, buy, land, kl",prince_mk,"Nov 23 2015, 08:31 AM",0.1779
198,"share, u, guy, buy, unit, elmina.1, developer, sime, darby, property, --, know, sime, darby, property, eco, world, good, bad, able, deliver, hand, house, time, run, away, abandon, project.2, quality, know, sime, darby, property, deliver, super, quality, product, bad, quality, acceptable, know, improve, qualaty, bad, didnt.3, location, 20, min, utama, near, kwasa, damanasara, kota, damanasara, pj, ara, damasara, option, use, road, pay, toll, easy, access, highway, new, highway, way, dash, near, sg, buloh, mrt4, trafic, jam, area, jam?5, freehold, property, stay, leasehold, freehold, property, u, experience, sell, leasehold, condo, price, appreciation, freehold, alway, fast, high, leasehold.6, compare, new, township, elmina, vs, rimbayu, ecohill, eco, xxxx, kota, kementing, eco, xxx, syemyih, elmina, term, location.7, price, pricing, new, township, elmina, vs, rimbayu, ecohill, eco, xxxx, kota, kementing, syemyih, ecohill, term, location, leasehold, vs, freehold, elmina, agree, u.",prince_mk,"Nov 23 2015, 08:52 AM",0.9337
199,"quotestill, doable, coz, freehold, area, pick, u, buy, land, kl?nope, shop",wil-i-am,"Nov 23 2015, 10:06 PM",0.1779
200,"quotenope, shoppingbro, wil, window, shopping, place, happy, shopping, bro, hope, u, good, one!dont, forget, incoming, dead, chicken",BRE,"Nov 24 2015, 07:20 AM",0.5562
201,"quotebro, wil, window, shopping, place, happy, shopping, bro, hope, u, good, one!dont, forget, incoming, dead, chicken, also!if, patience, definitely, gud, deal",wil-i-am,"Nov 24 2015, 09:15 AM",0.7639
202,"quoteif, patience, definitely, gud, dealcorrect, bro, patience, virtue, shop, long, bro, u, confused, miss, good, deals!what, u, think, elmina, compare, southern, kv, township, kajang, semenyih, sepang, salak, tinggi, area",BRE,"Nov 29 2015, 09:47 PM",0.6996
203,"quotecorrect, bro, patience, virtue, shop, long, bro, u, confused, miss, good, deals!what, u, think, elmina, compare, southern, kv, township, kajang, semenyih, sepang, salak, tinggi, areas?in, fact, want, c, wat, e&o, offer, -v-, elmina, product",wil-i-am,"Dec 11 2015, 08:34 AM",0.5255
204,"quotein, fact, want, c, wat, e&o, offer, -v-, elmina, productsno, news, right, land, elmina, u, want, wait, e&o, offer, elmina, bro, share, expert, view",BRE,"Dec 11 2015, 08:54 AM",0.4215
205,"quoteno, news, right, land, elmina, u, want, wait, e&o, offer, elmina, bro, share, expert, view, here?it, e&o, unveil, planse&o, gud, developer, term, design, finish, n, positioning",wil-i-am,"Dec 11 2015, 03:54 PM",0.3612
206,"quoteshare, u, guy, buy, unit, elmina.1, developer, sime, darby, property, --, know, sime, darby, property, eco, world, good, bad, able, deliver, hand, house, time, run, away, abandon, project.2, quality, know, sime, darby, property, deliver, super, quality, product, bad, quality, acceptable, know, improve, qualaty, bad, didnt.3, location, 20, min, utama, near, kwasa, damanasara, kota, damanasara, pj, ara, damasara, option, use, road, pay, toll, easy, access, highway, new, highway, way, dash, near, sg, buloh, mrt4, trafic, jam, area, jam?5, freehold, property, stay, leasehold, freehold, property, u, experience, sell, leasehold, condo, price, appreciation, freehold, alway, fast, high, leasehold.6, compare, new, township, elmina, vs, rimbayu, ecohill, eco, xxxx, kota, kementing, eco, xxx, syemyih, elmina, term, location.7, price, pricing, new, township, elmina, vs, rimbayu, ecohill, eco, xxxx, kota, kementing, syemyih, ecohill, term, location, leasehold, vs, freehold, elmina, bro, @bre, @longshot, phrian, spot",jhbey,"Dec 11 2015, 04:30 PM",0.886
207,"quotedont, forget, incoming, dead, chicken, also!+1",jhbey,"Dec 18 2015, 08:55 PM",-0.7574
208,"quoteit, e&o, unveil, planse&o, gud, developer, term, design, finish, n, positioningi, know, project, stp, penang, avira, johor, sibeh, expensive, unaffordable, prop, bro, project, u, like",BRE,"Dec 18 2015, 09:17 PM",0.3612
209,"quotei, know, project, stp, penang, avira, johor, sibeh, expensive, unaffordable, prop, bro, project, u, like?st, mary, residences",wil-i-am,"Jan 3 2016, 05:01 PM",0.0
210,"quotest, mary, residencesany, particular, reason, bro, lunch, hour, road, pack, hawker, ppl, road, narrow, time, ok",BRE,"Jan 3 2016, 05:01 PM",0.296
211,"quoteany, particular, reason, bro, lunch, hour, road, pack, hawker, ppl, road, narrow, time, ok.nope",wil-i-am,"Jan 4 2016, 10:15 AM",0.0
212,"hi, clusia, buyer",bluehippy,"Jan 4 2016, 10:47 AM",0.0
213,"elmina, valley, open, register",HFLiaw,"Jan 4 2016, 11:14 AM",0.0
214,"quoteelmina, valley, open, registerelimina, valley, sound, nice, elmina, west?from, 600k+, onwards, lo, nt, cheap, leh",BRE,"Jan 4 2016, 11:14 AM",0.4215
215,"elmina, house, appreciate, commercial, stay, eat, etc, ...",Neoh1979,"Jan 4 2016, 11:25 AM",0.4019
216,"star, avenue, u5, open, 12, dec, 2015",elmond,"Jan 4 2016, 11:36 AM",0.0
217,"wait, kwasaland, la",Neoh1979,"Jan 4 2016, 12:47 PM",0.0
218,"drive, past, area, afternoon, look, promising, guy, expect, retail, commercial, area, elmina, ready, 5, year",kelvinftg,"Jan 4 2016, 01:35 PM",0.6369
219,"copy, bro, leave, elmina, ....",Longshot,"Jan 4 2016, 02:20 PM",-0.0516
220,"sd, lauch, 20x70, 20x80, sa, pm, ..",Nymphetamine666,"Jan 4 2016, 06:41 PM",0.0
221,"sd, lauch, 20x70, 20x80, sa, pm, ..",Nymphetamine666,"Jan 4 2016, 08:51 PM",0.0
222,"idea, elmina, crista, ready, view, time, block, guard, ...",emeryn,"Jan 5 2016, 02:49 AM",-0.1027
223,"elmina, shah, alam, shah, alam, bit, tough, commercial, grow",mingyew,"Jan 5 2016, 02:50 AM",-0.128
224,"base, like, kota, kemuning, shah, alam, right",TSjeghui,"Jan 5 2016, 08:27 AM",0.3612
225,"yes, shah, slam.can, explain, commercial, mbsa, tough",elmond,"Jan 5 2016, 09:52 AM",0.296
226,"commercial, shah, alam, restriction, denai, alam, denai, alam, commercial, years?setia, alam, shah, alam, special, territory, different, story",mingyew,"Jan 15 2016, 12:47 PM",0.1531
227,"denai, alam, grow, huge, commercial, land, mcd, open, tender, mosque, approve, pende, funde, boulevard, business, sure, mbsa, like, come, parking, saman, guess, demand",elmond,"Jan 15 2016, 01:54 PM",0.6808
228,"u, admit, u, r, wrong, setia, alam, kota, kemune, mbsa, glenmarie, seksyen, 16, aeon, mall, come",TSjeghui,"Feb 5 2016, 05:05 PM",-0.3182
229,"huh, wrong, right, sa, kk, shah, alam?yeah, mall, shah, alam, well?my, point, view, build, shop, build, mall, mean, bring, place",mingyew,"Feb 5 2016, 05:09 PM",-0.2406
230,"funny, thing, 2016sime, darby, property, appshttps://play.google.com/store/apps/details?...medarbyproperty",elmond,"Feb 5 2016, 10:39 PM",0.4404
231,"key, ariza, far, inspection, hardly, defect, ..., need, tnb, register, pay, deposit, right, right, assume, currently, electricity?know, good, id, reasonable, price, good, workmanship, appreciate, pm, post, thank",buggie,"Feb 7 2016, 01:59 PM",0.8173
232,"gallery, yesterday, drive, ariza, keane, regina, g4, congrat, owner, imo, good, buy, yes, forumer, point, interchange, mat, motor, gather, racing, loitering, evening, drive, slow, carefully, afraid, hit, loose, control, hit, kawan, die, sudah, jatuh, siap, la, come, surround, speak, single, word, carefully, think, developer, security, handle, need, authority, charge, patrolling, ..",Nymphetamine666,"Feb 9 2016, 10:12 PM",0.4767
233,"subsale, bro, late, collect, key",TSjeghui,"Feb 12 2016, 06:41 AM",0.0
234,"wrong, statement, refer, argue",TSjeghui,"Feb 12 2016, 11:31 AM",-0.6705
235,"yes, subsale",buggie,"Feb 12 2016, 11:37 AM",0.4019
236,"ohh, .., personal, opinion, experience, stay, shah, alam, 20, year, think, speak, opinion, right, wrong, argue, right, wrong, cheer, bro",mingyew,"Feb 12 2016, 11:48 AM",-0.6486
237,"hi, new, complete, phase, people, start",swn525,"Feb 12 2016, 12:05 PM",0.0
238,"notice, november, december, ask, guard, guard, usually, police, police, usually, arrive, short, time, police, arrive, leave, think, weekend, everyday",emeryn,"Feb 12 2016, 12:07 PM",-0.0516
239,"mbsa, sime, darby, work, access, elmina, interchange, bukit, subang, space",elmond,"Feb 12 2016, 04:12 PM",0.0
240,"elmina, valley, launch, 27/2, 28/2, ..., size, bit, small, 20x60no, family, hall, upstairsbbb",oxm8,"Feb 12 2016, 04:17 PM",0.0
241,"starting, price",Kyx,"Feb 12 2016, 04:32 PM",0.0
242,"u, sure, date, hear, postpone",Neoh1979,"Feb 15 2016, 08:35 AM",0.1027
243,"elmina, valley, 1, brochure.https://www.dropbox.com/s/rrzm9qjhz949cpo/p...rty-61.pdf?dl=0land, size, 20x60built, area, 1,709, sq, ft, 2,100, sq, ft, price, myr, 586,888, myr, 1,196,888, associate, sime, darby, agent",fboyixiz,"Feb 15 2016, 08:39 AM",0.0
244,"drive, guthrie, highway, day, ago, elmina, valley, open, registration, banner",lotep,"Feb 16 2016, 09:34 AM",0.0
245,launch,TSjeghui,"Feb 16 2016, 10:34 AM",0.0
246,"27/2, prime, members, .., 28/2, public",Dzirhans,"Feb 16 2016, 10:47 AM",0.0
247,"prime, member",simplest,"Feb 17 2016, 05:32 PM",0.0
248,"buy, sd, property",Dzirhans,"Feb 17 2016, 05:36 PM",0.0
249,"typo, error, broucherwall, finish, master, bedroom, think, master, bathroom.ha, ha, .., joke",akh731,"Feb 19 2016, 03:24 PM",0.2263
250,"bad, unit, face, pmu, stppmu, pencawang, masuk, utama, --, super, big, tnb, transmission, outdoor, substation, overhead, transmission, line, south, east, .good, luck, .., invest",akh731,"Feb 19 2016, 06:25 PM",0.5267
251,"stp, tu, apa",TSjeghui,"Feb 21 2016, 10:49 AM",0.0
252,"sewerage, treatment, plant",akh731,"Feb 21 2016, 11:10 AM",0.0
253,"alamak, segar, nya, hahaha",TSjeghui,"Feb 23 2016, 07:58 AM",0.5574
254,"ingatkan, stone, temple, pilot",simplest,"Feb 23 2016, 08:52 AM",0.0
255,"ouh, ic, buy, sd, property, member, la, ya.1st, open, staff, prime, member, public, mcm, kes, ariza, dulu, unit, leave, public",simplest,"Feb 23 2016, 04:16 PM",-0.0516
256,"sime, darby, 2015, annual, reportthe, new, themed, township, pipeline, developmentinclude, kota, elmina, lagong, state, selangorin, line, year, strategy, blueprint, new, township, kota, elmina, lagong, kulai, new, addition, sime, darbyproperty, themed, township, development",elmond,"Feb 23 2016, 04:20 PM",0.0
257,"hican, tell, location, electrical, tension, wire, elmina, valley, phase, 1, wire, parallel, jalan, metafase, u16/177, heading, north",LDP,"Feb 29 2016, 05:22 PM",-0.3182
258,"suppose, current, electrical, tension, wire, pmu, directly",elmond,"Mar 1 2016, 08:54 AM",-0.3182
259,"photo, wire, come, bkt, subang, pmu, head, straight, elmina, east, .., right",LDP,"Mar 2 2016, 11:25 AM",0.2263
260,"bau, elmina, crescent, enterprise, park, la, ye?elmond, source, information, mind, blow, dari, dulu, jele",zerol410,"Mar 2 2016, 11:37 AM",0.0
261,"elmond, insider, lol",zyde,"Mar 2 2016, 11:47 AM",0.4215
262,"like, persiaran, atmosfera, plan, extend, gce, jalan, sungai, buloh, http://kwasaland.com.my/index.php/twenty-e...tial-plot-r3-1/must, prime, price, criterion, belowkwasa, damansara, —, master, developer, kwasa, land, sdn, bhd, today, announce, invite, pre, qualified, tier, 2, developer, residential, plot, r3, 1, big, far, site, freehold, land, measure, 24.08, acre, kwasa, damansara, statement, issue, today, kwasa, land, manage, director, dato, mohd, lotfy, bin, mohd, noh, plot, r3, 1, designate, development, residential, density, 780, unit, 24.08, acre, persiaran, atmosfera, excellent, connectivity, kota, damansara, lead, guthrie, corridor, expressway",elmond,"Mar 2 2016, 12:08 PM",0.8481
263,"nice, .., true, alternative, access, surround, area",lotep,"Mar 2 2016, 12:27 PM",0.6808
264,"sd, staff, sale, elmina, valley, 1",elmond,"Mar 2 2016, 05:01 PM",0.0
265,"interested, know, project, thank",rookienyc,"Mar 2 2016, 05:10 PM",0.6369
266,"talk, sa, recently, claim, 20x60, unit, size, 341, 10, mean, staff",Nymphetamine666,"Mar 2 2016, 05:13 PM",0.0
267,"300, open, sale, public, nt, sure, response, slow, market, 596, k, affordable, land, area, small",BRE,"Mar 2 2016, 05:24 PM",0.3182
268,"ohh, ...., want, ask, fence, dunno, infront, window, master, bedroom, actually, need, install, window, grill, wonder",emeryn,"Mar 2 2016, 09:05 PM",0.0772
269,"slide, window, install, inside, outside.if, swinge, window, install, inside",kochin,"Mar 2 2016, 10:18 PM",0.0
270,"actually, louvre, panel, note, strong, grill, slide, swinge, door, center, rotation",zerol410,"Mar 4 2016, 11:09 AM",0.5106
271,"324, 341, unit, sell, ballot, saturday, unsold, unit, probably, expensive, corner, unit, despite, negative, news, elmina, valley, sale, good, congrat, buyers!very, good, furnishing, sdp",BRE,"Mar 8 2016, 01:28 PM",0.8438
272,"know, elmina, property, come, hot, water, piping",mr1990,"Mar 8 2016, 01:52 PM",0.0
273,"hot, water, piping, low, price, wrong",BRE,"Mar 8 2016, 04:09 PM",-0.6369
274,"elmina, east, unit, 30, x, 69, 24, x, 79",mr1990,"Mar 18 2016, 10:41 AM",0.0
275,piping,Soulsareworthless,"Mar 22 2016, 05:13 PM",0.0
276,"want, install, solar, heater, hot, water, piping, need, tank, bathroom, right?i'm, sure, wonder, need, change, piping, solar, heater, ..",mr1990,"Mar 23 2016, 09:57 AM",0.3818
277,"idea, abt, ee, unit, bro, check, brochure",BRE,"Mar 23 2016, 11:08 AM",0.0
278,"wonder, buy, elmina, valley, unit, quality, material, low, grade, elmina, east",MengChai15,"Mar 23 2016, 11:38 PM",-0.2732
279,"nope, hot, water, piping",zerol410,"Mar 24 2016, 09:26 AM",0.0
280,"so?the, price, calculate, 1, 2, 3, 41, cost, base, land, size2, construction, cost, base, build, up3, cost4, margininstead, elmina, valley, psf, expensive, elmina, east, term, landed, lot, size",elmond,"Mar 24 2016, 11:10 AM",0.0
281,"worry, bcoq, defect, lodge, ee, unit, hope, happen, ev",MengChai15,"Mar 25 2016, 10:58 AM",-0.34
282,"ee, soon",mr1990,"Apr 8 2016, 04:20 PM",0.0
283,"actually, check, thoroughly, 2, yrs, warranty, sd, project, find, defect, sd, house, br",Neoh1979,"Apr 10 2016, 12:39 PM",-0.34
284,"defect, check, ee",mr1990,"Apr 10 2016, 02:07 PM",-0.34
285,"twice, 3rd, round",zerol410,"Apr 10 2016, 06:54 PM",0.0
286,"nice, photos?u, share, photo",elmond,"Apr 10 2016, 08:44 PM",0.6124
287,"type, buy?many, defect, spot",mr1990,"Apr 11 2016, 01:21 AM",-0.34
288,"haha, u, remember, busy, la, ..., gardening, .regiawell, ..., round, 2nd, round, ...., 3rd, live, house",zerol410,"Apr 11 2016, 08:23 AM",0.4588
289,"got, ur, idea, renovation",mr1990,"Apr 11 2016, 09:43 AM",0.0
290,"elmina, valley, phase, 2, expect, launch, monthland, area, 1400sqf, 2418, sqfbu, 1855, sqf, 2418sqfprice, rm645888, rm1424888, major, feature, refer, mobile, app, new, dual, key, concept, type, b.every, bedroom, dedicated, bathroom",elmond,"Apr 11 2016, 08:00 PM",0.4588
291,"wow, fast, launching, phase, 2, mana, ada, slow, prop, market, leh, sdp, confident, leh, evafter, 20x70, dsl, 22x75, dsl, 700, k, onwards",BRE,"Apr 11 2016, 08:42 PM",0.7906
292,"layout, mobile, app, 650k, 4b4r, 20x70, house, great, sweetspot, stay, investment, inform, 160, unit, open, future, phase, normal, practice, edit, opps, sorry, error, 20x70",emjay,"Apr 11 2016, 09:03 PM",0.2732
293,"correction, 22x70, 20x70",elmond,"Apr 29 2016, 01:47 PM",0.0
294,"imo, 20x70, 1850sf, price, @650, k, reasonable, ev, unit, good, long, term, investment, stay",utellme,"Apr 29 2016, 03:36 PM",0.4404
295,"drop, stay, investment, analogy, house, good, stay, opinion, good, investment, rent, sell, monkey",TSjeghui,"Apr 29 2016, 03:44 PM",0.5719
296,"idea, lot, bullets, je, xde, lg, ..., hehe, good, paradigm, shift, en, jeghui",zerol410,"Apr 29 2016, 03:51 PM",0.4404
297,"wow, ..., defect, unit, ariza, far, worried, miss, dunno, look, ..., lol",buggie,"Apr 29 2016, 04:01 PM",0.34
298,"u, guy, think, elmina, turn, like, sd, township, like, bukit, jelutong, denai, alam, sd, work, hard, time, elmina, vibrant, township",Unicorn27,"Apr 29 2016, 04:06 PM",0.7906
